,beer/name,beer/beerId,beer/brewerId,beer/ABV,beer/style,review/appearance,review/aroma,review/palate,review/taste,review/overall,review/time,review/profileName,review/text
44,Rauch Ür Bock,58046,1075,7.4,Rauchbier,4,4,4,4.5,4.5,1300936020,djeucalyptus,"Pours a rich burnt caramel hue with some deep amber hues... dark for a rauchbier. a surprisingly dark tan head slowly fades and leaves ample lacing.		aroma is pungently smokey... sweet malt, sweet smoke, and some salted caramel in the nose.		the taste, as expected, is smokey. Not the smokiest or most pungent smoke profile I've experienced, but damn up there. and I think it's the intense rich malt and sweetness from the malt that keeps the smoke slightly tamed. A touch of lemon and citrus fruitiness in the finish which blends perfectly with the cherry smoke.		It's not as crisp or dry as other Rachbiers, and it seems a bit more full-bodied, with almost a touch of syrupiness to it. which is kind of an interesting take on it. I'm digging it. 		I'm not usually one to say this, but it's almost a touch malt-forward. Not that it's a bad thing. I think this is probably my favorite domestically produced Rauchbier I've had the pleasure of tasting. It really hits on all cylinders. A touch sweet and malt forward, but all in all, it does what it's going for and works beautifully. Definitely worth seeking out."
45,Rauch Ür Bock,58046,1075,7.4,Rauchbier,3.5,4,4.5,4,4,1300237348,ccrida,"On draught at The Beer Stein, Rauch r Bock is chestnut brown with a small off-white head that leaves no lace. Nice glow to it though.		Smell is smokey and sweet. Both cherry and beechwood were used, but I'm getting mostly cherry in the nose. 		Taste is really quite smokey, the beechwood really asserting itself here, although the sweetness of the cherry wood and the malt is no slouch either. The smoke has a sharp phenolic quality that I get from peat, but with the sweetness I think it works well. Note it's not cloying, the sweetness is enjoyable and provides relative balance. 		Mouthfeel is slick, some softness, a medium bodied, and smooth. Nice. 		Drinkability is really quite good for such a smoke bomb. No doubt inspired by Aecht Schlenkerla, with the body and color of the marzen, but the punch of the ur bock, it one of the best stateside examples of the style, which is rarely attempted and even more rarely successful. I have to say, this was really good, and with just a touch less phenols, would be up a notch easily."
46,Rauch Ür Bock,58046,1075,7.4,Rauchbier,4,3.5,3.5,3.5,3.5,1297290394,cooch69,"Got this in a 22 ounce bomber. It poured a deep bright brown with a pretty small head. 		Aromas of smoked kielba, and dark roasted malts. 		This beer was OK but for a style that I like so much it did'nt really please as much as I thought it would. It had a nice amount of smokiness to it. Really obvious and pretty strong but not charred. But the oily consistency of the beer along with the huge saltiness made the beer less than I was hoping for. 		It was still a beer that I'm glad I grabbed. They don't make many in the style anyways."
47,Rauch Ür Bock,58046,1075,7.4,Rauchbier,4,4,3.5,3.5,3.5,1291959798,DogFood11,"When I'm in the mood for something different from my usual assortment of IPA's I usually reach for a smoked beer like a Rauchbier or Porters. 		Wow this is the mother load of smoked dominance. Nothing subtle about this liquid smoke bomb. Concentrated ash and dried aromatic kindling. Damp Tobacco just adds to the one sided affair. If I had to reach for some balance there is a faint raisin type sweetness buried in the finish. 		Notes: I'd be interested to see exactly how they brewed this beer. The smoke seems more of an extract additive than natural smoke. A bit much for me. However, a 12oz bottle would have been more appealing for one sitting and it has nothing to do with the moderate ABV. Its a rich SOB."
48,Rauch Ür Bock,58046,1075,7.4,Rauchbier,4,4.5,4,4.5,4,1291254447,brewandbbq,"22oz bottle.		Pours clear amber with a tight, half inch head of bone. Thin but webbed lacing and a partial skim coat for the duration.		Aromatics lead off with a blast of smoked malts and caramel. Quite meaty and plump with plenty of doughy malt and smoldering wood. Very nice.		Medium bodied with a crisp, slightly tacky mouthfeel. A hint of chew adds some substance.		Sweet malt and wafting smoke start the palate.	A crisp, clean Munich profile is the perfect arena for plenty of Beechwood smoke with hints of bacon and char.		Finishes with unrelenting smoke and rich malt.		Great beer. Loads of smoke and very authentic."
49,Rauch Ür Bock,58046,1075,7.4,Rauchbier,4,3.5,4,4,3.5,1286839186,Fatehunter,"A - Poured out of a bottle into a tulip glass. Lots of bubbles, almost transparent, rust-red color. No head.		S - Smoky, smoke smoke. Smells like right after I get the BBQ going but before I throw any meat on the grill. I also get a green olive scent at the beginning.		T - Smoke. Burnt wood. Sweet malt at the end. No bitterness at all. I think the smoke mellows out the intense malt sweetness that usually accompanies a bock. 		M - Very crisp, it is a lager after all.		D - A good beer. There are not too many smoked beers made, so for that reason alone I tried it. Well worth it, though it was not my favorite smoked beer."
50,Rauch Ür Bock,58046,1075,7.4,Rauchbier,3,4.5,4.5,4.5,4.5,1286679032,hopsbreath,"Deep cherry body with a faint beige head the recedes to nothing. No cap, no wisp ring, no lacing. Can't say this looks like anything special. 		Smokey and spicy summer sausage is all I can smell no matter how I try. It is however a wonderful aroma that I really enjoy. 		Wow! We have liquid bacon in a glass here! Although initially the cured meat taste is so intense I can't look past it, I was finally able to pick on its other dynamics half way through the bomber. Sweet stone fruits and a touch of orange zest add their nuances to the flavor. Its more complex than I usually find smoked beers to be and I can really enjoy it!		Semi-thin in body with fine prickly carbonation is a nice contrast to such a powerful flavor profile. Anything heavier may have been too much. Finishes clean. 		I found this a little difficult to drink at first due to its uniqueness, but grew accustomed to the pungency. This is a nice sipper if given a chance and I'm really glad I tried it. Recommended."
51,Rauch Ür Bock,58046,1075,7.4,Rauchbier,3.5,4.5,4,5,4.5,1285545349,augustgarage,"Poured from a 22oz bomber into my Ayinger Celebrator Doppelbock glass. 		Brilliantly clear rufous body with faint sienna then amber highlights. A faint yellow-ish beige head persists. Light soapy lacing.		Melanoidin drenched smoked dark brown sugar laden bready malt aromatics. Simple but absolutely entrancing - takes hold of your reptile brain like bacon.		Sweet fruity malty palate entry suffused with delicate layers of smoke. I can't quite tease apart the beechwood and cherry, but the latter adds a bright complexity to the darker tones of the beechwood (which is more standard for this style I believe). Fine smoked ham, pink peppercorn, carmelized winter squash, rye bread, maybe a hint of treacle...at some point the analysis shuts off and the enjoyment takes over. Really well done, the best domestic Rauchbier I've tried thus far.		Light-bodied, moderately carbonated, with low astringency.		I envy anyone who has access to growlers of this - the drinkability is superior as well as the flavor."
52,Rauch Ür Bock,58046,1075,7.4,Rauchbier,4,4.5,4,4,4.5,1284135689,Slatetank,"I shared this bottle with tenderbranson69, picked up at Al's of Hampden. Poured chilled from the 22oz into a tulip and snifter.		a - a beautiful bronze color w/ ruby highlights, mild haziness w/ translucent clarity and thin cream cap which settles to a ring of tiny beads of carbonation		S - There is a very intricate aroma of sweet malt combined with woody smokiness. The hardwood aroma is earthy with a slight hint of caramel from the malt and the smoke is very aromatic with a light stone fruit ester in the background		M - The feel is rich with med full body and mild dry smoky texture w/ light bitter tinge and moderate carbonation w/ semi-dry finish		T - I enjoyed the brief sweet perky malt which has mild nutty aspect and slight bready quality. The smoke flavor is moderately strong w/ a mild woody and dry flavor not unlike sweet smoked jerky. The taste has a nice herbal hop complimenting the malt bread crumb taste and caramel w/ a smoke that lasts into the semi-sweet finish		A - a great Rauchbier, one I could enjoy frequently if it weren't such a large bottle, the mid 7% hinders it slightly too, but this was great to share and I loved the complexity of bock malts w/ smoke and smoothness from the lagering. It is a beer I would like to see more brewers attempt, this is a good representative of the style."
53,Rauch Ür Bock,58046,1075,7.4,Rauchbier,3.5,5,4.5,4.5,4.5,1283136243,Jason,"22oz brown bomber with no freshness date. 		Decent sized head with a faint crackle but still a sticky lace, bright amber color. Smells of wood smoke, dry and not bacon-ish with a thick maltiness and peppery alcohol. Big body, slick and smooth. Yeah, the smoke is big but not over the top ... Dry and almost ashy. Malt stands tall with tones of toasted bread, treacle, dried grass. Mild hopping goes a tad herbal in the finish, a little red in the cheeks from the alcohol. Smokiness lingers far into the after taste.		So smoky, so tasty ... Love the different woods used on the malt. Alcohol is clean and nearly hidden until halfway through the bottle, a big quaff!!"
54,Rauch Ür Bock,58046,1075,7.4,Rauchbier,4,4,4,4,4,1281495119,Proteus93,"A: Quite a ruby red hue... deep, rich, almost sporting a soft glow. There's a bit of a sandy colour in the head. Not much for lacing, but the glass seems to be playing a role in that, as it has had a couple different brews in it, all of which laced poorly. 		S + T: I thoroughly enjoy a good rauch, and this one performs quite well in the traditional 'ham and cheese sandwich' sense. It's not overly smoky, which is a positive thing in that it allows some of the other delicate scents and flavours to shine. Of those, I pick up on a light - but noticeable - fruitiness, both in nose and on the palate that seems a little odd. 		worth note: after writing the above, I noticed the print on the side of the bottle to see that cherry wood is used in addition to beechwood. That would explain the fruitiness noted. 		M + D: Body feels a little lighter in the mouthfeel, but seems to pick up a little weight after going down, however little sense that might make. The alcohol content is perhaps a little high, but a little slower sipping never hurt anyone. Not a bad take on the style, though I think I personally would have enjoyed it better if the actual smokiness were a touch more robust."
